date,district,crop,temperature_C,precip_mm,wind_m_s,solar_rad_MJ_m2,ETo_mm,generated_irrigated,real_soil_moisture_mm
2017-09-01,Shamli,Rice,27.58,37.02,0.85,8.14,4.915782084184667,0.0,71.0936540461879
2017-09-02,Shamli,Rice,27.18,13.16,2.48,13.42,4.992469132143434,0.0,74.26118491404446
2017-09-03,Shamli,Rice,27.26,1.01,1.88,20.57,5.334449426125253,0.0,64.93673548791922
2017-09-04,Shamli,Rice,27.98,0.0,1.75,21.41,5.4406087385829425,0.0,54.49612674933628
2017-09-05,Shamli,Rice,28.44,0.09,2.28,21.26,5.4680253231262475,0.0,44.11810142621003
2017-09-06,Shamli,Rice,28.4,5.32,1.64,19.59,5.361699858795311,0.0,39.07640156741472
2017-09-07,Shamli,Rice,27.75,15.37,1.2,17.03,5.140841655131379,0.0,44.305559912283336
2017-09-08,Shamli,Rice,27.77,0.06,1.3,22.17,5.371376138974562,0.0,33.99418377330878
2017-09-09,Shamli,Rice,27.92,0.11,1.81,20.91,5.308278418758718,0.0,23.795905354550058
2017-09-10,Shamli,Rice,28.29,0.21,1.34,20.32,5.301572172224565,1.0,50.0
2017-09-11,Shamli,Rice,28.66,0.04,1.92,20.66,5.339195515796327,0.0,39.70080448420367
2017-09-12,Shamli,Rice,28.26,0.0,1.9,21.72,5.32251821154242,0.0,29.378286272661256
2017-09-13,Shamli,Rice,28.41,0.0,1.44,19.13,5.192505366803576,1.0,50.0
2017-09-14,Shamli,Rice,28.66,0.01,1.45,18.64,5.174291866015283,0.0,39.83570813398472
2017-09-15,Shamli,Rice,28.73,0.0,1.56,20.92,5.271378896053803,0.0,29.564329237930913
2017-09-16,Shamli,Rice,27.7,0.13,1.36,9.38,4.586340033422909,0.0,20.107989204508
2017-09-17,Shamli,Rice,28.58,0.03,2.26,13.45,4.835669532310515,1.0,50.0
2017-09-18,Shamli,Rice,28.6,1.37,1.79,20.95,5.189722852819733,0.0,41.18027714718026
2017-09-19,Shamli,Rice,28.27,0.01,1.21,18.29,5.00117892362824,0.0,31.189098223552023
2017-09-20,Shamli,Rice,28.32,0.14,1.16,19.78,5.055993300371771,0.0,21.273104923180252
2017-09-21,Shamli,Rice,28.83,0.32,1.42,17.19,4.960432439858387,1.0,50.0
2017-09-22,Shamli,Rice,25.08,38.67,2.96,5.73,4.1796474520865665,0.0,79.49035254791343
2017-09-23,Shamli,Rice,25.35,61.15,2.59,3.65,4.181472039949122,0.0,131.45888050796432
2017-09-24,Shamli,Rice,23.9,3.29,1.88,14.84,4.266193850833567,0.0,125.48268665713076
2017-09-25,Shamli,Rice,24.46,0.01,1.92,20.6,4.560565759499134,0.0,115.93212089763162
2017-09-26,Shamli,Rice,24.68,0.0,1.73,18.97,4.490131806792631,0.0,106.44198909083899
2017-09-27,Shamli,Rice,25.67,0.0,1.24,18.53,4.551986810879028,0.0,96.89000227995996
2017-09-28,Shamli,Rice,26.44,0.0,1.1,17.65,4.5683410892843686,0.0,87.32166119067558
2017-09-29,Shamli,Rice,27.42,0.0,1.06,17.26,4.627065592225756,0.0,77.69459559844982
2017-09-30,Shamli,Rice,25.72,0.0,1.29,20.04,4.556814597754091,0.0,68.13778100069572
2017-10-01,Shamli,Rice,25.23,0.0,1.1,20.29,4.493680065074067,0.0,58.64410093562166
2017-10-02,Shamli,Rice,25.88,0.0,1.19,20.57,4.550770242413083,0.0,49.09333069320857
2017-10-03,Shamli,Rice,25.04,0.0,1.23,19.8,4.406426881681495,0.0,39.686903811527074
2017-10-04,Shamli,Rice,24.9,0.0,1.05,18.5,4.311618856140616,0.0,30.375284955386455
2017-10-05,Shamli,Rice,25.52,0.0,1.48,19.04,4.37533774241961,0.0,20.999947212966845
2017-10-06,Shamli,Rice,25.47,0.0,1.74,20.25,4.400902909209825,1.0,50.0
2017-10-07,Shamli,Rice,26.18,0.0,1.22,20.42,4.457042182518044,0.0,40.542957817481955
2017-10-08,Shamli,Rice,27.08,0.0,1.01,19.57,4.48506340740699,0.0,31.057894410074965
2017-10-09,Shamli,Rice,27.81,0.0,0.85,18.68,4.491672648693988,0.0,21.566221761380977
2017-10-10,Shamli,Rice,27.63,0.0,0.81,17.37,4.387650396642452,1.0,50.0
2017-10-11,Shamli,Rice,27.46,0.0,0.8,17.04,4.331383733142133,0.0,40.66861626685787
2017-10-12,Shamli,Rice,26.8,0.0,1.17,14.44,4.121030390820073,0.0,31.547585876037793
2017-10-13,Shamli,Rice,26.39,0.0,1.68,17.16,4.187432557396027,0.0,22.360153318641764
2017-10-14,Shamli,Rice,25.59,0.0,1.44,17.53,4.105297914784456,1.0,50.0
2017-10-15,Shamli,Rice,25.22,0.0,1.47,18.32,4.08261771795334,0.0,40.91738228204666
2017-10-16,Shamli,Rice,25.09,0.0,1.64,18.32,4.047541805076476,0.0,31.869840476970182
2017-10-17,Shamli,Rice,24.21,0.0,1.6,18.95,3.9693911555082924,0.0,22.900449321461892
2017-10-18,Shamli,Rice,24.24,0.0,1.53,18.79,3.943206014879792,1.0,50.0
2017-10-19,Shamli,Rice,26.34,0.0,1.16,18.51,4.104409662327351,0.0,40.89559033767265
2017-10-20,Shamli,Rice,26.49,0.0,1.29,17.24,4.037440004731083,0.0,31.85815033294157
2017-10-21,Shamli,Rice,24.58,0.0,1.91,15.9,3.7822535785156277,0.0,23.07589675442594
2017-10-22,Shamli,Rice,25.43,0.0,1.2,15.02,3.795877592105403,1.0,50.0
2017-10-23,Shamli,Rice,24.88,0.0,1.43,15.4,3.7430435617227173,0.0,41.256956438277285
2017-10-24,Shamli,Rice,22.79,0.0,2.13,16.42,3.5825590752446357,0.0,32.67439736303265
2017-10-25,Shamli,Rice,22.47,0.0,1.43,16.45,3.535341995603462,0.0,24.139055367429183
2017-10-26,Shamli,Rice,23.8,0.0,0.86,14.7,3.555146252838473,1.0,50.0
2017-10-27,Shamli,Rice,22.87,0.0,1.3,13.63,3.409366625457142,0.0,41.59063337454286
2017-10-28,Shamli,Rice,22.51,0.0,1.23,13.81,3.3673593792089154,0.0,33.22327399533395
2017-10-29,Shamli,Rice,21.52,0.0,1.28,13.67,3.259856142507959,0.0,24.963417852825987
2017-10-30,Shamli,Rice,21.23,0.0,1.27,15.09,3.2758143569383584,1.0,50.0
2017-10-31,Shamli,Rice,22.11,0.0,0.83,12.87,3.2367605385772675,0.0,41.763239461422735
2017-11-01,Shamli,Wheat,21.51,0.0,1.12,11.13,3.0953951018304853,0.0,184.43703497783594
2017-11-02,Shamli,Wheat,20.92,0.0,1.23,10.47,3.002992985436255,0.0,181.43404199239967
2017-11-03,Shamli,Wheat,22.46,0.0,0.73,10.91,3.1238806874142218,0.0,178.31016130498546
2017-11-04,Shamli,Wheat,23.52,0.0,0.82,13.11,3.286318440680655,1.0,225.0
2017-11-05,Shamli,Wheat,22.7,0.0,1.08,13.28,3.2105553127076933,0.0,221.7894446872923
2017-11-06,Shamli,Wheat,20.62,0.0,1.52,9.23,2.8587256363737734,0.0,218.93071905091853
2017-11-07,Shamli,Wheat,19.62,0.0,1.34,9.25,2.7692937544456244,0.0,216.1614252964729
2017-11-08,Shamli,Wheat,19.58,0.0,1.51,8.66,2.7258339341136,0.0,213.4355913623593
2017-11-09,Shamli,Wheat,20.51,0.0,1.42,10.07,2.8385166365221095,0.0,210.5970747258372
2017-11-10,Shamli,Wheat,20.58,0.0,1.29,12.31,2.921909556447445,0.0,207.67516516938974
2017-11-11,Shamli,Wheat,20.05,0.0,1.28,10.03,2.772458050928884,0.0,204.90270711846085
2017-11-12,Shamli,Wheat,19.11,0.0,1.53,10.65,2.714453809065213,0.0,202.18825330939563
2017-11-13,Shamli,Wheat,20.14,0.0,0.75,11.1,2.7943511719334255,0.0,199.39390213746222
2017-11-14,Shamli,Wheat,19.0,0.0,2.05,10.88,2.687795566238214,0.0,196.706106571224
2017-11-15,Shamli,Wheat,19.4,0.0,1.41,9.01,2.6265192098013723,0.0,194.07958736142265
2017-11-16,Shamli,Wheat,19.44,0.0,1.58,9.66,2.6430676920670644,0.0,191.4365196693556
2017-11-17,Shamli,Wheat,18.97,0.08,2.03,7.31,2.4993443043496604,0.0,189.01717536500595
2017-11-18,Shamli,Wheat,19.25,0.14,2.11,10.56,2.640758112202652,0.0,186.51641725280328
2017-11-19,Shamli,Wheat,17.68,0.04,2.52,11.33,2.5467090390377147,0.0,184.00970821376555
2017-11-20,Shamli,Wheat,15.85,0.0,2.19,13.73,2.489921352343424,0.0,181.51978686142212
2017-11-21,Shamli,Wheat,15.35,0.0,2.04,12.76,2.4087830103108927,0.0,179.11100385111124
2017-11-22,Shamli,Wheat,15.5,0.0,2.15,13.2,2.4248441046849734,1.0,225.0
2017-11-23,Shamli,Wheat,15.67,0.0,2.08,13.7,2.4446831438641143,0.0,222.55531685613587
2017-11-24,Shamli,Wheat,15.23,0.0,1.78,13.82,2.4071187696512344,0.0,220.14819808648463
2017-11-25,Shamli,Wheat,16.14,0.0,1.69,13.14,2.4399999252164983,0.0,217.70819816126811
2017-11-26,Shamli,Wheat,16.62,0.0,1.46,13.24,2.468854007697244,0.0,215.23934415357087
2017-11-27,Shamli,Wheat,15.13,0.0,2.11,12.7,2.3348916704694465,0.0,212.9044524831014
2017-11-28,Shamli,Wheat,16.61,0.0,1.76,12.64,2.429130600716192,0.0,210.47532188238523
2017-11-29,Shamli,Wheat,17.88,0.0,0.83,11.6,2.4711085759042484,0.0,208.00421330648098
2017-11-30,Shamli,Wheat,16.53,0.0,1.56,11.97,2.3833000802443802,0.0,205.6209132262366
2017-12-01,Shamli,Wheat,16.13,0.0,1.33,12.18,2.355698751813795,0.0,203.2652144744228
2017-12-02,Shamli,Wheat,17.16,0.0,0.8,11.3,2.387383859369827,0.0,200.87783061505297
2017-12-03,Shamli,Wheat,16.58,0.0,1.11,10.83,2.3237666938208505,0.0,198.5540639212321
2017-12-04,Shamli,Wheat,16.31,0.0,1.15,10.18,2.2752963092945473,0.0,196.27876761193755
2017-12-05,Shamli,Wheat,17.29,0.0,1.25,6.99,2.209838575291062,0.0,194.0689290366465
2017-12-06,Shamli,Wheat,17.09,0.0,1.48,10.01,2.309177719727779,0.0,191.7597513169187
2017-12-07,Shamli,Wheat,16.59,0.03,1.96,11.41,2.3226071791774787,0.0,189.46714413774123
2017-12-08,Shamli,Wheat,15.8,0.0,2.12,13.03,2.321595026287541,0.0,187.14554911145368
2017-12-09,Shamli,Wheat,16.42,0.0,1.07,11.92,2.3202890768568736,0.0,184.8252600345968
2017-12-10,Shamli,Wheat,17.04,0.0,1.08,12.19,2.3680518802783213,0.0,182.45720815431847
2017-12-11,Shamli,Wheat,17.36,0.49,1.15,6.65,2.17230471814406,0.0,180.7749034361744
2017-12-12,Shamli,Wheat,15.18,10.24,1.55,7.5,2.066478388561258,0.0,188.94842504761317
2017-12-13,Shamli,Wheat,14.19,0.01,1.48,6.22,1.954812544763198,0.0,187.00361250284996
2017-12-14,Shamli,Wheat,12.79,0.0,1.94,4.74,1.8602161078260206,0.0,185.14339639502393
2017-12-15,Shamli,Wheat,12.55,0.0,2.34,10.17,1.9846434778021773,0.0,183.15875291722176
2017-12-16,Shamli,Wheat,11.53,0.0,2.91,10.83,1.9372486854858584,0.0,181.2215042317359
2017-12-17,Shamli,Wheat,12.49,0.0,3.11,13.03,2.0694658272619453,0.0,179.15203840447396
2017-12-18,Shamli,Wheat,14.17,0.0,2.86,12.72,2.1730572167080107,1.0,225.0
2017-12-19,Shamli,Wheat,15.22,0.0,2.03,11.51,2.2019957275087614,0.0,222.79800427249123
2017-12-20,Shamli,Wheat,15.75,0.0,1.04,10.68,2.207494811902432,0.0,220.5905094605888
2017-12-21,Shamli,Wheat,16.76,0.0,1.74,10.12,2.253300428436333,0.0,218.3372090321525
2017-12-22,Shamli,Wheat,15.93,0.0,3.03,13.22,2.310084566726022,0.0,216.02712446542645
2017-12-23,Shamli,Wheat,14.53,0.0,2.87,13.78,2.2336944559569365,0.0,213.79343000946952
2017-12-24,Shamli,Wheat,14.76,0.0,1.31,10.71,2.146334511862164,0.0,211.64709549760735
2017-12-25,Shamli,Wheat,13.92,0.0,2.27,11.27,2.1115296126994956,0.0,209.53556588490787
2017-12-26,Shamli,Wheat,13.17,0.0,1.71,11.22,2.0618933336965672,0.0,207.4736725512113
2017-12-27,Shamli,Wheat,14.51,0.0,1.46,9.83,2.105195308261112,0.0,205.3684772429502
2017-12-28,Shamli,Wheat,15.46,0.0,1.51,12.44,2.262390609307824,0.0,203.10608663364238
2017-12-29,Shamli,Wheat,15.37,0.0,1.1,12.26,2.2532409862775675,0.0,200.8528456473648
2017-12-30,Shamli,Wheat,14.69,0.0,0.82,10.31,2.1431912412620697,0.0,198.70965440610274
2017-12-31,Shamli,Wheat,13.69,0.0,1.11,8.35,2.0131690965009272,0.0,196.69648530960183
2018-01-01,Shamli,Wheat,11.3,0.0,1.27,5.64,1.7893307787205854,0.0,194.90715453088123
2018-01-02,Shamli,Wheat,11.34,0.0,1.6,6.62,1.8135480928636396,0.0,193.0936064380176
2018-01-03,Shamli,Wheat,10.83,0.0,1.73,7.84,1.8259461970751756,0.0,191.2676602409424
2018-01-04,Shamli,Wheat,11.81,0.0,1.44,5.37,1.8357483147745397,0.0,189.43191192616786
2018-01-05,Shamli,Wheat,12.01,0.0,1.46,8.32,1.927245697957001,0.0,187.50466622821085
2018-01-06,Shamli,Wheat,11.38,0.0,2.19,7.65,1.8698373422696808,0.0,185.63482888594118
2018-01-07,Shamli,Wheat,11.42,0.0,2.54,11.71,2.0080806509427407,0.0,183.62674823499844
2018-01-08,Shamli,Wheat,11.17,0.0,1.85,13.25,2.0436886202243856,0.0,181.58305961477407
2018-01-09,Shamli,Wheat,11.84,0.0,2.11,10.75,2.0190776546072526,0.0,179.5639819601668
2018-01-10,Shamli,Wheat,11.96,0.0,2.78,11.02,2.042664486748485,1.0,225.0
2018-01-11,Shamli,Wheat,12.84,0.0,2.49,12.33,2.153066387283079,0.0,222.84693361271692
2018-01-12,Shamli,Wheat,14.96,0.0,2.13,11.85,2.2935629577644905,0.0,220.55337065495243
2018-01-13,Shamli,Wheat,13.67,0.0,2.03,12.39,2.2293909400931993,0.0,218.32397971485923
2018-01-14,Shamli,Wheat,13.15,0.0,1.94,12.12,2.192062309624778,0.0,216.13191740523445
2018-01-15,Shamli,Wheat,12.84,0.0,2.52,12.7,2.1974306015347795,0.0,213.93448680369966
2018-01-16,Shamli,Wheat,14.31,0.0,2.37,13.4,2.335694608862584,0.0,211.59879219483707
2018-01-17,Shamli,Wheat,14.73,0.0,1.37,11.92,2.325267651967253,0.0,209.2735245428698
2018-01-18,Shamli,Wheat,15.76,0.0,1.93,13.33,2.459190420872767,0.0,206.81433412199704
2018-01-19,Shamli,Wheat,14.72,0.0,2.08,13.53,2.4001581327871033,0.0,204.41417598920992
2018-01-20,Shamli,Wheat,13.73,0.0,2.51,14.99,2.385036257149535,0.0,202.0291397320604
2018-01-21,Shamli,Wheat,13.38,0.0,1.49,13.9,2.334079067435259,0.0,199.69506066462515
2018-01-22,Shamli,Wheat,14.73,0.0,1.15,13.07,2.4181743271890457,0.0,197.2768863374361
2018-01-23,Shamli,Wheat,11.78,8.76,2.19,4.86,2.001140097581108,0.0,204.035746239855
2018-01-24,Shamli,Wheat,11.8,0.12,1.6,11.75,2.1800423655077896,0.0,201.9757038743472
2018-01-25,Shamli,Wheat,12.09,0.04,2.73,13.01,2.2526795896690572,0.0,199.76302428467812
2018-01-26,Shamli,Wheat,11.83,0.0,1.93,9.18,2.12083653935513,0.0,197.64218774532299
2018-01-27,Shamli,Wheat,11.43,0.0,1.94,11.92,2.1914247238990647,0.0,195.4507630214239
2018-01-28,Shamli,Wheat,12.59,0.0,2.2,11.61,2.2802511222454998,0.0,193.17051189917842
2018-01-29,Shamli,Wheat,14.17,0.0,2.6,13.83,2.487406847790258,0.0,190.68310505138817
2018-01-30,Shamli,Wheat,17.85,0.0,3.83,14.99,2.83163696307676,0.0,187.8514680883114
2018-01-31,Shamli,Wheat,17.13,0.0,4.1,14.14,2.758252088594701,0.0,185.0932159997167
2018-02-01,Shamli,Wheat,19.0,0.0,2.66,15.12,2.959324628362086,0.0,182.13389137135462
2018-02-02,Shamli,Wheat,18.29,0.0,2.18,15.36,2.926986860950257,0.0,179.20690451040437
2018-02-03,Shamli,Wheat,16.82,0.0,1.67,16.12,2.850286976149469,1.0,225.0
2018-02-04,Shamli,Wheat,15.08,0.0,2.07,17.39,2.7644829147543453,0.0,222.23551708524565
2018-02-05,Shamli,Wheat,14.74,0.0,1.57,10.97,2.5303392899387123,0.0,219.70517779530692
2018-02-06,Shamli,Wheat,16.55,0.0,2.26,13.39,2.7769897133646353,0.0,216.9281880819423
2018-02-07,Shamli,Wheat,14.43,0.0,2.75,18.02,2.7755130359778004,0.0,214.1526750459645
2018-02-08,Shamli,Wheat,14.45,0.0,1.71,17.35,2.7707838042995583,0.0,211.38189124166493
2018-02-09,Shamli,Wheat,14.87,0.0,2.39,17.54,2.8290064961986316,0.0,208.5528847454663
2018-02-10,Shamli,Wheat,16.24,0.0,1.7,16.53,2.929068038447241,0.0,205.62381670701905
2018-02-11,Shamli,Wheat,18.52,0.0,1.76,13.05,3.0098241808078536,0.0,202.6139925262112
2018-02-12,Shamli,Wheat,14.35,3.6,3.42,4.31,2.486213679612526,0.0,203.72777884659868
2018-02-13,Shamli,Wheat,15.72,0.03,1.71,15.87,2.911418546042197,0.0,200.84636030055648
2018-02-14,Shamli,Wheat,15.58,0.0,3.48,18.46,3.005163619471053,0.0,197.84119668108542
2018-02-15,Shamli,Wheat,16.51,0.0,3.45,16.83,3.0492030332174225,0.0,194.791993647868
2018-02-16,Shamli,Wheat,18.41,0.0,2.71,15.51,3.1868224124752653,0.0,191.60517123539273
2018-02-17,Shamli,Wheat,19.3,0.0,3.16,15.46,3.2824010044845817,0.0,188.32277023090816
2018-02-18,Shamli,Wheat,17.57,0.0,2.27,17.95,3.239435480590323,0.0,185.08333475031785
2018-02-19,Shamli,Wheat,18.35,0.0,1.78,18.14,3.337006014864476,0.0,181.74632873545337
2018-02-20,Shamli,Wheat,20.34,0.0,1.8,18.03,3.5366483921203837,0.0,178.209680343333
2018-02-21,Shamli,Wheat,22.02,0.0,2.11,16.49,3.6499979170973385,1.0,225.0
2018-02-22,Shamli,Wheat,22.15,0.0,1.94,14.7,3.6074514748055706,0.0,221.39254852519443
2018-02-23,Shamli,Wheat,23.11,0.0,1.3,14.21,3.694413491169997,0.0,217.69813503402443
2018-02-24,Shamli,Wheat,23.26,0.45,1.87,12.03,3.6319803531100305,0.0,214.51615468091438
2018-02-25,Shamli,Wheat,22.92,0.91,2.24,18.31,3.897229811244839,0.0,211.52892486966954
2018-02-26,Shamli,Wheat,20.67,0.0,3.65,19.98,3.768636659390268,0.0,207.76028821027927
2018-02-27,Shamli,Wheat,22.27,0.0,2.45,18.14,3.871601475782958,0.0,203.8886867344963
2018-02-28,Shamli,Wheat,22.36,0.0,1.73,15.42,3.787089830020243,0.0,200.10159690447605
2018-03-01,Shamli,Wheat,22.41,0.0,2.23,15.28,3.807602583876381,0.0,196.29399432059967
2018-03-02,Shamli,Wheat,24.25,0.0,2.48,18.51,4.148029475874813,0.0,192.14596484472486
2018-03-03,Shamli,Wheat,24.11,0.59,2.53,14.28,3.9688037659608963,0.0,188.76716107876396
2018-03-04,Shamli,Wheat,22.49,0.86,2.16,15.59,3.8943043150068934,0.0,185.73285676375707
2018-03-05,Shamli,Wheat,21.13,0.0,2.49,20.85,3.99797435075358,0.0,181.7348824130035
2018-03-06,Shamli,Wheat,20.89,0.0,3.28,21.88,4.035001727939565,0.0,177.69988068506393
2018-03-07,Shamli,Wheat,21.43,0.0,2.98,22.29,4.129149841245838,1.0,225.0
2018-03-08,Shamli,Wheat,22.51,0.0,1.75,21.32,4.225474731572596,0.0,220.7745252684274
2018-03-09,Shamli,Wheat,23.8,0.0,2.84,20.5,4.3486522155089276,0.0,216.42587305291846
2018-03-10,Shamli,Wheat,23.34,0.0,3.21,20.76,4.333994933044309,0.0,212.09187811987414
2018-03-11,Shamli,Wheat,23.71,0.0,2.55,21.34,4.420209990707908,0.0,207.67166812916622
2018-03-12,Shamli,Wheat,25.1,0.0,2.99,21.21,4.585838206415355,0.0,203.08582992275086
2018-03-13,Shamli,Wheat,26.58,0.0,2.22,21.03,4.759875041117231,0.0,198.32595488163363
2018-03-14,Shamli,Wheat,27.27,0.0,2.0,18.48,4.738628033345351,0.0,193.58732684828828
2018-03-15,Shamli,Wheat,25.28,0.03,1.94,17.14,4.491086549752287,0.0,189.126240298536
2018-03-16,Shamli,Wheat,24.22,0.04,2.31,21.74,4.604967122306998,0.0,184.561273176229
2018-03-17,Shamli,Wheat,22.33,0.0,2.7,23.8,4.503044870062293,0.0,180.0582283061667
2018-03-18,Shamli,Wheat,23.5,0.0,2.74,23.62,4.64877630825802,0.0,175.4094519979087
2018-03-19,Shamli,Wheat,25.42,0.0,2.5,20.53,4.750989401359214,1.0,225.0
2018-03-20,Shamli,Wheat,27.01,0.0,1.93,20.12,4.929947329101237,0.0,220.07005267089878
2018-03-21,Shamli,Wheat,25.86,2.68,1.35,15.81,4.625198480429507,0.0,218.12485419046928
2018-03-22,Shamli,Wheat,24.95,0.83,1.53,20.27,4.7539735765436495,0.0,214.20088061392565
2018-03-23,Shamli,Wheat,24.15,0.0,1.88,22.02,4.762472460375313,0.0,209.43840815355034
2018-03-24,Shamli,Wheat,24.98,0.0,2.54,23.01,4.921783296638935,0.0,204.5166248569114
2018-03-25,Shamli,Wheat,25.77,0.0,2.82,22.98,5.033252945261092,0.0,199.4833719116503
2018-03-26,Shamli,Wheat,25.93,0.0,3.0,22.54,5.053805639136769,0.0,194.4295662725135
2018-03-27,Shamli,Wheat,26.89,0.0,2.16,22.24,5.172990300264495,0.0,189.256575972249
2018-03-28,Shamli,Wheat,28.45,0.0,2.46,22.56,5.391397252763985,0.0,183.86517871948502
2018-03-29,Shamli,Wheat,27.2,0.0,3.11,23.93,5.330587276989097,0.0,178.53459144249592
2018-03-30,Shamli,Wheat,27.52,0.0,1.78,24.61,5.421560785529936,1.0,225.0
2018-03-31,Shamli,Wheat,27.79,0.0,1.75,22.54,5.378947054528477,0.0,219.62105294547152
2018-04-01,Shamli,Wheat,27.58,0.0,1.77,22.96,5.395063638888867,0.0,214.22598930658265
2018-04-02,Shamli,Wheat,28.83,0.0,1.21,21.2,5.479995023165294,0.0,208.74599428341736
2018-04-03,Shamli,Wheat,28.76,0.0,1.5,19.6,5.414351996400476,0.0,203.33164228701688
2018-04-04,Shamli,Wheat,30.9,0.03,1.64,20.31,5.72170955292513,0.0,197.63993273409176
2018-04-05,Shamli,Wheat,31.07,0.0,1.46,20.56,5.776252203242522,0.0,191.86368053084922
2018-04-06,Shamli,Wheat,31.54,0.32,1.6,18.11,5.724251697073403,0.0,186.4594288337758
2018-04-07,Shamli,Wheat,29.63,1.03,1.35,22.31,5.7343630355043675,0.0,181.75506579827143
2018-04-08,Shamli,Wheat,29.89,0.55,2.43,20.27,5.683864228746493,0.0,176.62120156952494
2018-04-09,Shamli,Wheat,29.36,4.74,1.42,12.13,5.216970521563359,0.0,176.1442310479616
2018-04-10,Shamli,Wheat,28.31,4.21,1.45,20.73,5.556411218436882,0.0,174.7978198295247
2018-04-11,Shamli,Wheat,27.99,5.92,1.42,11.86,5.088191339357009,0.0,175.6296284901677
2018-04-12,Shamli,Wheat,26.8,0.2,1.43,24.73,5.59635391004889,1.0,225.0
2018-04-13,Shamli,Wheat,26.84,0.0,2.23,26.94,5.719383739146059,0.0,219.28061626085395
2018-04-14,Shamli,Wheat,28.9,0.0,3.05,24.63,5.891876312431168,0.0,213.38873994842277
2018-04-15,Shamli,Wheat,30.29,0.0,2.66,24.2,6.064428575966478,0.0,207.3243113724563
2018-04-16,Shamli,Wheat,31.57,0.04,1.32,17.8,5.909319249763412,0.0,201.4549921226929
2018-04-17,Shamli,Wheat,31.81,0.15,2.54,23.52,6.258265040069068,0.0,195.34672708262383
2018-04-18,Shamli,Wheat,31.77,0.01,4.82,25.97,6.396227614921387,0.0,188.96049946770242
2018-04-19,Shamli,Wheat,32.33,0.04,3.03,23.27,6.3469127487477675,0.0,182.65358671895464
2018-04-20,Shamli,Wheat,32.08,0.91,4.02,19.07,6.1103011511061975,0.0,177.45328556784844
2018-04-21,Shamli,Wheat,28.35,0.0,3.15,23.67,5.8942187023252615,1.0,225.0
2018-04-22,Shamli,Wheat,27.6,0.0,3.6,27.01,5.96946131526464,0.0,219.03053868473535
2018-04-23,Shamli,Wheat,28.98,0.0,3.18,27.13,6.172133522390062,0.0,212.8584051623453
2018-04-24,Shamli,Wheat,31.21,0.0,2.98,27.1,6.480806431455262,0.0,206.37759873089004
2018-04-25,Shamli,Wheat,32.78,0.0,2.12,25.57,6.625502608410694,0.0,199.75209612247934
2018-04-26,Shamli,Wheat,34.83,0.0,1.2,24.6,6.857712181541318,0.0,192.894383940938
2018-04-27,Shamli,Wheat,33.22,0.0,2.17,23.5,6.60498858718705,0.0,186.28939535375096
2018-04-28,Shamli,Wheat,34.02,0.34,1.48,22.56,6.672742449988845,0.0,179.95665290376212
2018-04-29,Shamli,Wheat,34.03,0.17,2.03,23.58,6.7445021396233535,0.0,173.38215076413874
2018-04-30,Shamli,Wheat,34.2,0.1,1.56,25.29,6.87371685429186,1.0,225.0
2018-05-01,Shamli,None,34.26,0.15,2.28,24.41,6.848567826335325,0.0,0.0
2018-05-02,Shamli,None,33.11,2.29,2.17,16.81,6.295572925971582,0.0,0.0
2018-05-03,Shamli,None,32.47,0.06,2.31,21.46,6.483635131893621,0.0,0.0
2018-05-04,Shamli,None,32.56,0.17,2.34,23.81,6.633083607110541,0.0,0.0
2018-05-05,Shamli,None,33.67,0.53,1.54,24.21,6.81363061469168,0.0,0.0
2018-05-06,Shamli,None,34.09,0.02,2.33,20.62,6.6845232944265565,0.0,0.0
2018-05-07,Shamli,None,33.47,0.21,2.89,23.4,6.768206707755056,0.0,0.0
2018-05-08,Shamli,None,30.31,4.07,2.98,21.36,6.2580360898499565,0.0,0.0
2018-05-09,Shamli,None,30.26,0.09,2.46,20.21,6.202824076541464,0.0,0.0
2018-05-10,Shamli,None,31.63,0.03,2.05,25.65,6.67439493841378,0.0,0.0
2018-05-11,Shamli,None,33.99,0.0,2.09,25.92,7.018444899004658,0.0,0.0
2018-05-12,Shamli,None,36.16,0.0,1.46,21.67,7.082785651809844,0.0,0.0
2018-05-13,Shamli,None,35.72,0.9,1.75,23.19,7.121946235390944,0.0,0.0
2018-05-14,Shamli,None,32.54,0.03,1.84,20.75,6.5774882256604625,0.0,0.0
2018-05-15,Shamli,None,33.67,0.0,1.54,21.4,6.770563502822706,0.0,0.0
2018-05-16,Shamli,None,34.19,0.55,3.61,22.33,6.899864933643736,0.0,0.0
2018-05-17,Shamli,None,35.16,0.0,3.52,23.08,7.079880539262909,0.0,0.0
2018-05-18,Shamli,None,35.17,0.07,2.8,20.61,6.950304275722354,0.0,0.0
2018-05-19,Shamli,None,35.31,0.08,2.44,24.29,7.185036823294743,0.0,0.0
2018-05-20,Shamli,None,35.42,0.0,3.44,23.14,7.143751863750637,0.0,0.0
2018-05-21,Shamli,None,35.76,0.0,3.58,26.79,7.401345455205038,0.0,0.0
2018-05-22,Shamli,None,36.8,0.0,3.44,25.16,7.460803187719743,0.0,0.0
2018-05-23,Shamli,None,37.51,0.0,2.35,24.24,7.512263214945308,0.0,0.0
2018-05-24,Shamli,None,36.5,0.13,3.08,26.22,7.4942911635628855,0.0,0.0
2018-05-25,Shamli,None,36.58,0.0,2.8,27.32,7.573873238403995,0.0,0.0
